"id_odsp","id_event","sort_order","time","text","event_type","event_type2","side","event_team","opponent","player","player2","player_in","player_out","shot_place","shot_outcome","is_goal","location","bodypart","assist_method","situation","fast_break"
"pWfNGzlD/","pWfNGzlD63",63,60,"Foul by Mikel Arruabarrena (Eibar).","Foul",NA,"Home","Eibar","Celta Vigo","mikel arruabarrena",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"pAqG0Gp2/","pAqG0Gp246",46,49,"Foul by Giuseppe Sculli (Pescara).","Foul",NA,"Away","US Pescara","Juventus","giuseppe sculli",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fTaElyzI/","fTaElyzI33",33,43,"Sergio Pinto (Hannover) wins a free kick on the right wing.","Free kick won",NA,"Home","Hannover 96","Borussia Monchengladbach","sergio pinto",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"OIDD9bs6/","OIDD9bs660",60,52,"Booking      Scott Arfield (Burnley) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","Burnley","Everton","scott arfield",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"MDOwFbGQ/","MDOwFbGQ90",90,69,"Attempt missed. Christian Gentner (Stuttgart) right footed shot from the left side of the box misses to the right. Assisted by Khalid Boulahrouz with a cross.","Attempt","Key Pass","Away","VfB Stuttgart","Bayer Leverkusen","christian gentner","khalid boulahrouz",NA,NA,"Misses to the right","Off target",0,"Left side of the box","right foot","Cross","Open play",0
"tWzVQhpg/","tWzVQhpg99",99,88,"Franck Tabanou (Toulouse) wins a free kick on the left wing.","Free kick won",NA,"Away","Toulouse","Paris Saint-Germain","franck tabanou",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"6LNXrSGf/","6LNXrSGf38",38,36,"Attempt blocked. Gonzalo Castro (Borussia Dortmund) right footed shot from outside the box is blocked.","Attempt",NA,"Away","Borussia Dortmund","Eintracht Frankfurt","gonzalo castro",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","right foot","None","Open play",0
"Mqh0U3iJ/","Mqh0U3iJ80",80,80,"Foul by Daniel Estrada (Real Sociedad).","Foul",NA,"Away","Real Sociedad","Barcelona","daniel estrada",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"8bb3nqcB/","8bb3nqcB88",88,90,"Foul by Helder Postiga (Real Zaragoza).","Foul",NA,"Away","Real Zaragoza","Real Madrid","helder postiga",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"rLgQnAI7/","rLgQnAI752",52,59,"Corner,  Espanyol. Conceded by Gerard PiquA©.","Corner",NA,"Home","Espanyol","Barcelona","gerard piqua©","gerard piqua©",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"vyLzTEL1/","vyLzTEL155",55,60,"Goal!  Montpellier 3, Bastia 0. YounA¨s Belhanda (Montpellier) right footed shot from outside the box to the bottom left corner. Assisted by Daniel CongrA©.","Attempt","Key Pass","Home","Montpellier","Bastia","younes belhanda","daniel congre",NA,NA,"Bottom left corner","On target",1,"Outside the box","right foot","Pass","Open play",0
"Eu6KSu7i/","Eu6KSu7i68",68,54,"Nicolas N'Koulou (Marseille) wins a free kick in the attacking half.","Free kick won",NA,"Away","Marseille","Stade de Reims","nicolas nkoulou",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"dIYWkR4A/","dIYWkR4A50",50,59,"Attempt missed. Morgan Sanson (Montpellier) right footed shot from outside the box is too high. Assisted by Joris Marveaux.","Attempt","Key Pass","Away","Montpellier","Bastia","morgan sanson","joris marveaux",NA,NA,"Too high","Off target",0,"Outside the box","right foot","Pass","Open play",0
"tAxKpgt8/","tAxKpgt867",67,59,"Attempt missed. Tolga Cigerci (Borussia Monchengladbach) right footed shot from long range on the left is too high. Assisted by Oscar Wendt following a corner.","Attempt","Key Pass","Away","Borussia Monchengladbach","TSG Hoffenheim","tolga cigerci","oscar wendt",NA,NA,"Too high","Off target",0,"Long range","right foot","Pass","Corner",0
"4pVviIrB/","4pVviIrB12",12,15,"Corner,  Nice. Conceded by Steeve Yago.","Corner",NA,"Home","Nice","Toulouse",NA,NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"M19YNdb3/","M19YNdb3107",107,90,"Foul by Jean-Baptiste Pierazzi (Ajaccio).","Foul",NA,"Away","AC Ajaccio","Toulouse","jeanbaptiste pierazzi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fJjGoLWd/","fJjGoLWd61",61,56,"Attempt saved. Andrea Mazzarani (Novara) right footed shot from outside the box is saved in the bottom right corner. Assisted by Marco Rigoni.","Attempt","Key Pass","Home","Novara","Juventus","andrea mazzarani","marco rigoni",NA,NA,"Bottom right corner","On target",0,"Outside the box","right foot","Pass","Open play",0
"n7HuEQQB/","n7HuEQQB45",45,41,"Penalty saved! Mevlut Erding (St Etienne) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.","Attempt",NA,"Home","St Etienne","Stade Rennes","mevlut erdinc",NA,NA,NA,"Centre of the goal","On target",0,"Penalty spot","right foot","None","Set piece",0
"hGYfKUOA/","hGYfKUOA59",59,53,"Offside, Villarreal. Mario tries a through ball, but Cedric Bakambu is caught offside.","Offside","Failed through ball","Home","Villarreal","Las Palmas","cedric bakambu","mario",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"rke4c2sh/","rke4c2sh44",44,39,"Eden Ben Basat (Toulouse) is shown the yellow card for hand ball.","Yellow card",NA,"Away","Toulouse","Brest","eden ben basat",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"GM7EkOXq/","GM7EkOXq12",12,23,"Penalty Arsenal. Nacho Monreal draws a foul in the penalty area.","Penalty conceded",NA,"Away","Arsenal","Manchester City",NA,NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"x4t9P5xs/","x4t9P5xs25",25,34,"IvA¡n CuA©llar (Sporting de GijA³n) wins a free kick in the defensive half.","Free kick won",NA,"Home","Sporting Gijon","Celta Vigo","ivan cuellar",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"6RhFG40h/","6RhFG40h78",78,81,"Genki Haraguchi (Hertha Berlin) wins a free kick in the defensive half.","Free kick won",NA,"Home","Hertha Berlin","FC Cologne","genki haraguchi",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"zBarXuX9/","zBarXuX940",40,27,"Offside, Genoa. Masahudu Alhassan tries a through ball, but Alberto Gilardino is caught offside.","Offside","Failed through ball","Home","Genoa","Siena","alberto gilardino","masahudu alhassan",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"b3AII6Eg/","b3AII6Eg64",64,60,"Matthieu ChalmA© (Ajaccio) wins a free kick on the right wing.","Free kick won",NA,"Home","AC Ajaccio","Lille","matthieu chalme",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"Y7epZ7lE/","Y7epZ7lE39",39,54,"Offside, Lille. Idrissa Gueye tries a through ball, but Pape SouarA© is caught offside.","Offside","Failed through ball","Away","Lille","Stade Rennes","pape souare","idrissa gueye",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"prqXws7a/","prqXws7a32",32,45,"Foul by Jonjo Shelvey (Newcastle United).","Foul",NA,"Home","Newcastle","Bournemouth","jonjo shelvey",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0npZ4azT/","0npZ4azT13",13,13,"Attempt saved. Almog Cohen (FC Nurnberg) right footed shot from outside the box is saved in the bottom right corner. Assisted by Alexander Esswein.","Attempt","Key Pass","Home","Nurnberg","VfB Stuttgart","almog cohen","alexander esswein",NA,NA,"Bottom right corner","On target",0,"Outside the box","right foot","Pass","Open play",0
"INN7qHie/","INN7qHie57",57,74,"Attempt saved. Duncan Watmore (Sunderland) right footed shot from the right side of the box is saved in the bottom right corner. Assisted by Yann M'Vila.","Attempt","Key Pass","Away","Sunderland","Arsenal","duncan watmore","yann mvila",NA,NA,"Bottom right corner","On target",0,"Right side of the box","right foot","Pass","Open play",0
"YZcTXuZs/","YZcTXuZs14",14,11,"Prince OnianguA© (Reims) wins a free kick on the right wing.","Free kick won",NA,"Home","Stade de Reims","Marseille","prince oniangue",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"AaPDDFbm/","AaPDDFbm105",105,88,"Jordi Figueras (Real Betis) wins a free kick in the defensive half.","Free kick won",NA,"Away","Real Betis","Elche","jordi figueras",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"GSvq7aBh/","GSvq7aBh52",52,47,"Pedro LeA³n (Getafe) wins a free kick on the right wing.","Free kick won",NA,"Home","Getafe","Granada","pedro leon",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"8tjuefal/","8tjuefal15",15,13,"Dan Gosling (Bournemouth) wins a free kick on the right wing.","Free kick won",NA,"Home","Bournemouth","Liverpool","dan gosling",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"xAXTZn26/","xAXTZn2660",60,47,"Corner,  TSG 1899 Hoffenheim. Conceded by Daniel Bruckner.","Corner",NA,"Away","TSG Hoffenheim","SC Paderborn","daniel bruckner","daniel bruckner",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Kh5YLg67/","Kh5YLg6786",86,67,"Marco Sau (Cagliari) wins a free kick in the defensive half.","Free kick won",NA,"Away","Cagliari","Sassuolo","marco sau",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"AgYUrpMB/","AgYUrpMB13",13,10,"Mahmoud Dahoud (Borussia Monchengladbach) wins a free kick in the attacking half.","Free kick won",NA,"Home","Borussia Monchengladbach","VfL Wolfsburg","mahmoud dahoud",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"C686V3A4/","C686V3A460",60,55,"Foul by Felipe (Udinese).","Foul",NA,"Away","Udinese","Fiorentina","felipe",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"jXVPL6x7/","jXVPL6x7107",107,94,"Substitution, Sunderland. Paddy McNair replaces Jason Denayer.","Substitution",NA,"Away","Sunderland","Tottenham",NA,NA,"paddy mcnair","jason denayer",NA,NA,0,NA,NA,"None",NA,0
"Gh6eb7Gs/","Gh6eb7Gs38",38,36,"Pascal Gross (FC Ingolstadt 04) wins a free kick in the attacking half.","Free kick won",NA,"Away","FC Ingolstadt 04","Werder Bremen","pascal gross",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"464Rd2fq/","464Rd2fq95",95,60,"Offside, Juventus. Leonardo Bonucci tries a through ball, but Gonzalo Higuain is caught offside.","Offside","Failed through ball","Away","Juventus","AC Milan","gonzalo higuain","leonardo bonucci",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"z38B96V6/","z38B96V647",47,41,"Mirko Boland (Eintracht Braunschweig) wins a free kick in the defensive half.","Free kick won",NA,"Home","TSV Eintracht Braunschweig","SC Freiburg","mirko boland",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"b1PrCF9q/","b1PrCF9q100",100,78,"Ivan Radovanovic (Chievo) wins a free kick in the defensive half.","Free kick won",NA,"Away","Chievo Verona","Frosinone","ivan radovanovic",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"xjiiToCQ/","xjiiToCQ122",122,90,"Diego Benaglio (Wolfsburg) is shown the yellow card.","Yellow card",NA,"Away","VfL Wolfsburg","SC Freiburg","diego benaglio",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"SWirFyu0/","SWirFyu023",23,24,"Foul by Emir Spahic (Hamburger SV).","Foul",NA,"Home","Hamburg SV","Eintracht Frankfurt","emir spahic",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"ld3vpy49/","ld3vpy499",9,5,"Attempt blocked. Jean-Daniel Akpa-Akpro (Toulouse) header from the centre of the box is blocked. Assisted by Marcel Tisserand with a cross.","Attempt","Key Pass","Away","Toulouse","Metz","jeandaniel akpa akpro","marcel tisserand",NA,NA,"Blocked","Blocked",0,"Centre of the box","head","Cross","Open play",0
"byj1k258/","byj1k25859",59,56,"Lamine KonA© (Lorient) wins a free kick in the defensive half.","Free kick won",NA,"Home","Lorient","Lens","lamine kone",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"tpinONIM/","tpinONIM47",47,58,"Attempt missed. Pablo PA©rez (MA¡laga) right footed shot from outside the box misses to the left. Assisted by Nourredine Amrabat.","Attempt","Key Pass","Home","Malaga","Espanyol","pablo perez","nourredine amrabat",NA,NA,"Misses to the left","Off target",0,"Outside the box","right foot","Pass","Open play",0
"QgU39C10/","QgU39C109",9,13,"Foul by Christophe Kerbrat (Guingamp).","Foul",NA,"Home","Guingamp","Paris Saint-Germain","christophe kerbrat",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"C6RBeBFr/","C6RBeBFr6",6,6,"Roy Contout (Auxerre) wins a free kick on the left wing.","Free kick won",NA,"Home","AJ Auxerre","Bordeaux","roy contout",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"vuZ5S9bD/","vuZ5S9bD12",12,17,"Attempt missed. Cheikhou Kouyate (West Ham United) header from the centre of the box is too high. Assisted by Aaron Cresswell with a cross following a set piece situation.","Attempt","Key Pass","Home","West Ham","Bournemouth","cheikhou kouyate","aaron cresswell",NA,NA,"Too high","Off target",0,"Centre of the box","head","Cross","Set piece",0
"GrJy1yWG/","GrJy1yWG39",39,37,"Attempt blocked. Luca Toni (Verona) left footed shot from the centre of the box is blocked. Assisted by Emil Hallfredsson with a cross.","Attempt","Key Pass","Home","Hellas Verona","Udinese","luca toni","emil hallfredsson",NA,NA,"Blocked","Blocked",0,"Centre of the box","left foot","Cross","Open play",0
"Y14dV5SP/","Y14dV5SP49",49,49,"Foul by Ikechukwu Uche (Villarreal).","Foul",NA,"Away","Villarreal","Atletico Madrid","ikechukwu uche",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fRFyLbjQ/","fRFyLbjQ30",30,21,"Foul by Raul Bobadilla (FC Augsburg).","Foul",NA,"Away","FC Augsburg","VfB Stuttgart","raul bobadilla",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"YgwBXx0J/","YgwBXx0J20",20,23,"Corner,  SV Werder Bremen. Conceded by Atsuto Uchida.","Corner",NA,"Home","Werder Bremen","Schalke 04","atsuto uchida","atsuto uchida",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"W8Aa9YV4/","W8Aa9YV462",62,50,"RA´mulo (Verona) wins a free kick on the right wing.","Free kick won",NA,"Home","Hellas Verona","Parma","romulo",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"fyBR9MyM/","fyBR9MyM80",80,72,"Foul by Raul GarcA­a (AtlA©tico de Madrid).","Foul",NA,"Home","Atletico Madrid","Barcelona","raul garcia",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"8nAfevaS/","8nAfevaS4",4,4,"Foul by Federico Peluso (Atalanta).","Foul",NA,"Home","Atalanta","Bologna","federico peluso",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"QFHIGt3O/","QFHIGt3O6",6,7,"Attempt missed. Alen Halilovic (Sporting de GijA³n) left footed shot from a difficult angle on the right is close, but misses to the right. Assisted by Jony.","Attempt","Key Pass","Home","Sporting Gijon","Las Palmas","alen halilovic","jony",NA,NA,"Misses to the right","Off target",0,"Difficult angle on the right","left foot","Pass","Open play",0
"jJPd9Uqr/","jJPd9Uqr3",3,5,"Foul by Rudy Mater (Valenciennes).","Foul",NA,"Home","Valenciennes","Paris Saint-Germain","rudy mater",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"UggeKx2F/","UggeKx2F82",82,74,"Substitution, Bayer 04 Leverkusen. Julian Brandt replaces Roberto Hilbert.","Substitution",NA,"Away","Bayer Leverkusen","VfL Wolfsburg",NA,NA,"julian brandt","roberto hilbert",NA,NA,0,NA,NA,"None",NA,0
"2ucUHc7c/","2ucUHc7c3",3,8,"Attempt blocked. Kevin Grosskreutz (Borussia Dortmund) right footed shot from the right side of the six yard box is blocked. Assisted by Lukasz Piszczek with a headed pass.","Attempt","Key Pass","Away","Borussia Dortmund","Borussia Monchengladbach","kevin grosskreutz","lukasz piszczek",NA,NA,"Blocked","Blocked",0,"Right side of the six yard box","right foot","Headed pass","Open play",0
"x8f3VCgN/","x8f3VCgN85",85,69,"Foul by Niko Bungert (1. FSV Mainz 05).","Foul",NA,"Away","Mainz","TSG Hoffenheim","niko bungert",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fw6No5Mg/","fw6No5Mg29",29,23,"Foul by Javi Fuego (Rayo Vallecano).","Foul",NA,"Away","Rayo Vallecano","Real Betis","javi fuego",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"8bb3nqcB/","8bb3nqcB20",20,25,"Esteban Granero (Real Madrid) wins a free kick in the attacking half.","Free kick won",NA,"Home","Real Madrid","Real Zaragoza","esteban granero",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"txjnvf1Q/","txjnvf1Q100",100,88,"Foul by JoA«l Sami (Nancy).","Foul",NA,"Away","AS Nancy Lorraine","Stade Rennes","joel sami",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"dvC7T2x5/","dvC7T2x593",93,92,"Tiago (Atletico de Madrid) wins a free kick on the left wing.","Free kick won",NA,"Home","Atletico Madrid","Malaga","tiago",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"ChPTz696/","ChPTz69662",62,49,"Lucas Biglia (Lazio) wins a free kick on the left wing.","Free kick won",NA,"Home","Lazio","Empoli","lucas biglia",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"ADJiCag7/","ADJiCag78",8,6,"Franck Beria (Lille) wins a free kick in the defensive half.","Free kick won",NA,"Home","Lille","Toulouse","franck beria",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"KnFzzwik/","KnFzzwik114",114,88,"Isidoro (Real Betis) wins a free kick on the right wing.","Free kick won",NA,"Away","Real Betis","Racing Santander","isidoro",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"rqhoeLee/","rqhoeLee41",41,36,"Attempt blocked. Franco Brienza (Palermo) left footed shot from outside the box is blocked.","Attempt",NA,"Away","Palermo","Napoli","franco brienza",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","left foot","None","Open play",0
"Ae1xtkji/","Ae1xtkji16",16,23,"Offside, Udinese. Maurizio Domizzi tries a through ball, but Roberto Pereyra is caught offside.","Offside","Failed through ball","Home","Udinese","Palermo","roberto pereyra","maurizio domizzi",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Ekq7VRBD/","Ekq7VRBD56",56,60,"Attempt missed. Raffael (Borussia Monchengladbach) right footed shot from outside the box is too high following a corner.","Attempt",NA,"Away","Borussia Monchengladbach","Werder Bremen","raffael",NA,NA,NA,"Too high","Off target",0,"Outside the box","right foot","None","Corner",0
"6s7AQR2l/","6s7AQR2l7",7,7,"Pepe (Real Madrid) wins a free kick in the defensive half.","Free kick won",NA,"Home","Real Madrid","Atletico Madrid","pepe",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"I7ttJykm/","I7ttJykm46",46,33,"Attempt saved. RondA³n (MA¡laga) header from the centre of the box is saved in the bottom left corner. Assisted by Santiago Cazorla with a cross.","Attempt","Key Pass","Away","Malaga","Getafe","rondon","santiago cazorla",NA,NA,"Bottom left corner","On target",0,"Centre of the box","head","Cross","Open play",0
"QqNGtFCn/","QqNGtFCn105",105,78,"Attempt missed. Milos Jojic (1. FC Koln) right footed shot from outside the box is high and wide to the right. Assisted by Leonardo Bittencourt.","Attempt","Key Pass","Home","FC Cologne","FC Augsburg","milos jojic","leonardo bittencourt",NA,NA,"High and wide","Off target",0,"Outside the box","right foot","Pass","Open play",0
"nieZdy9B/","nieZdy9B23",23,17,"Corner,  Cesena. Conceded by Godfred Donsah.","Corner",NA,"Away","Cesena","Cagliari","godfred donsah","godfred donsah",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"dz2XOznH/","dz2XOznH47",47,36,"Corner,  Crystal Palace. Conceded by Winston Reid.","Corner",NA,"Away","Crystal Palace","West Ham","winston reid","winston reid",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Wxtt7GOl/","Wxtt7GOl97",97,90,"Cheikh M'Bengue (Rennes) wins a free kick in the defensive half.","Free kick won",NA,"Away","Stade Rennes","Stade de Reims","cheikh mbengue",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"zFr3cmgl/","zFr3cmgl66",66,78,"Attempt missed. Salva Sevilla (Espanyol) header from the centre of the box misses to the left. Assisted by Javi LA³pez with a cross.","Attempt","Key Pass","Home","Espanyol","Real Sociedad","salva sevilla","javi lopez",NA,NA,"Misses to the left","Off target",0,"Centre of the box","head","Cross","Open play",0
"ptlwT52I/","ptlwT52I37",37,42,"Attempt blocked. Morgan Amalfitano (Marseille) right footed shot from outside the box is blocked. Assisted by Charles KaborA©.","Attempt","Key Pass","Home","Marseille","Sochaux","morgan amalfitano","charles kabore",NA,NA,"Blocked","Blocked",0,"Outside the box","right foot","Pass","Open play",0
"rDkCyiFc/","rDkCyiFc36",36,27,"Agim Ibraimi (Cagliari) wins a free kick in the defensive half.","Free kick won",NA,"Home","Cagliari","Bologna","agim ibraimi",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"CrUzfpCF/","CrUzfpCF90",90,68,"Joan JordA¡n (Espanyol) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","Espanyol","Sevilla","joan jordan",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"zRQCCrJ1/","zRQCCrJ125",25,28,"Foul by Mergim Mavraj (1. FC Koln).","Foul",NA,"Away","FC Cologne","Hertha Berlin","mergim mavraj",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"KpPsA4Fg/","KpPsA4Fg46",46,30,"Foul by Makoto Hasebe (Eintracht Frankfurt).","Foul",NA,"Home","Eintracht Frankfurt","TSG Hoffenheim","makoto hasebe",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"niV2yzo4/","niV2yzo488",88,70,"Corner,  Bayern Munich. Conceded by Omer Toprak.","Corner",NA,"Home","Bayern Munich","Bayer Leverkusen","omer toprak","omer toprak",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"KWgwb1lb/","KWgwb1lb30",30,40,"Foul by Diafra Sakho (West Ham United).","Foul",NA,"Away","West Ham","Manchester City","diafra sakho",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"lEf14SIR/","lEf14SIR26",26,33,"Foul by Morgan Sanson (Montpellier).","Foul",NA,"Home","Montpellier","Bordeaux","morgan sanson",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"zR0yOf1N/","zR0yOf1N17",17,22,"Goal!        Goal!  Aston Villa 1, West Bromwich Albion 0. Gabriel Agbonlahor (Aston Villa) right footed shot from the right side of the box to the centre of the goal. Assisted by Christian Benteke with a through ball.","Attempt","Key Pass","Home","Aston Villa","West Brom","gabriel agbonlahor","christian benteke",NA,NA,"Centre of the goal","On target",1,"Right side of the box","right foot","Through ball","Open play",0
"tl15Psh6/","tl15Psh626",26,36,"Attempt missed. Cesc Fabregas (Chelsea) header from the centre of the box is high and wide to the right. Assisted by Eden Hazard following a corner.","Attempt","Key Pass","Away","Chelsea","Norwich City","cesc fabregas","eden hazard",NA,NA,"High and wide","Off target",0,"Centre of the box","head","Pass","Corner",0
"jqKnlXTD/","jqKnlXTD85",85,88,"Substitution, Liverpool. Steven Caulker replaces Adam Lallana.","Substitution",NA,"Home","Liverpool","Arsenal",NA,NA,"steven caulker","adam lallana",NA,NA,0,NA,NA,"None",NA,0
"WGOqgRfM/","WGOqgRfM20",20,14,"Foul by Francisco PuA±al (Osasuna).","Foul",NA,"Home","Osasuna","Granada","francisco punal",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"SlFSSgoh/","SlFSSgoh89",89,73,"Attempt blocked. Sergio Floccari (Lazio) left footed shot from the centre of the box is blocked. Assisted by Bruno Pereirinha.","Attempt","Key Pass","Home","Lazio","Bologna","sergio floccari","bruno pereirinha",NA,NA,"Blocked","Blocked",0,"Centre of the box","left foot","Pass","Open play",0
"vaVPWo3b/","vaVPWo3b127",127,91,"Attempt missed. Erik Pieters (Stoke City) left footed shot from outside the box misses to the right. Assisted by Jonathan Walters following a set piece situation.","Attempt","Key Pass","Away","Stoke City","Watford","erik pieters","jonathan walters",NA,NA,"Misses to the right","Off target",0,"Outside the box","left foot","Pass","Set piece",0
"UDN3ZYdI/","UDN3ZYdI96",96,83,"Foul by Carlos Sanchez (Fiorentina).","Foul",NA,"Away","Fiorentina","Torino","carlos sanchez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"z1GOnMnT/","z1GOnMnT69",69,62,"Ander (Athletic de Bilbao) wins a free kick in the defensive half.","Free kick won",NA,"Home","Athletic Bilbao","Racing Santander","ander",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"I3Hancjl/","I3Hancjl18",18,25,"CA©dric Barbosa (Evian Thonon Gaillard) wins a free kick in the attacking half.","Free kick won",NA,"Away","Evian Thonon Gaillard","St Etienne","cedric barbosa",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"lI8H5aHo/","lI8H5aHo80",80,61,"Attempt missed. Rodrigo Taddei (Roma) right footed shot from the centre of the box is too high. Assisted by Gervinho with a headed pass.","Attempt","Key Pass","Home","AS Roma","Juventus","rodrigo taddei","gervinho",NA,NA,"Too high","Off target",0,"Centre of the box","right foot","Headed pass","Open play",0
"nwyazuG0/","nwyazuG034",34,28,"Sokratis (SV Werder Bremen) wins a free kick in the defensive half.","Free kick won",NA,"Away","Werder Bremen","VfL Wolfsburg","sokratis",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"jJQYNXpb/","jJQYNXpb8",8,10,"Corner,  Fiorentina. Conceded by Ivan Radovanovic.","Corner",NA,"Away","Fiorentina","Chievo Verona","ivan radovanovic","ivan radovanovic",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"C88uY13B/","C88uY13B89",89,59,"Corner,  Real Zaragoza. Conceded by Sergio Ramos.","Corner",NA,"Home","Real Zaragoza","Real Madrid","sergio ramos","sergio ramos",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"MPTsgaC6/","MPTsgaC642",42,36,"Attempt saved. Marcell Jansen (Hamburg) header from the centre of the box is saved in the bottom right corner. Assisted by Dennis Diekmeier with a cross.","Attempt","Key Pass","Home","Hamburg SV","Mainz","marcell jansen","dennis diekmeier",NA,NA,"Bottom right corner","On target",0,"Centre of the box","head","Cross","Open play",0
"WY8cBjQP/","WY8cBjQP80",80,75,"Foul by Sebastian Giovinco (Parma).","Foul",NA,"Away","Parma","Novara","sebastian giovinco",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"p8ty2ukE/","p8ty2ukE53",53,56,"Baptiste Guillaume (Lens) wins a free kick on the left wing.","Free kick won",NA,"Home","Lens","Metz","baptiste guillaume",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"2uk8Edy9/","2uk8Edy995",95,90,"Attempt missed. Javi Guerra (Rayo Vallecano) right footed shot from outside the box misses to the right. Assisted by Patrick Ebert.","Attempt","Key Pass","Home","Rayo Vallecano","Granada","javi guerra","patrick ebert",NA,NA,"Misses to the right","Off target",0,"Outside the box","right foot","Pass","Open play",0
"hC4y8bhS/","hC4y8bhS121",121,90,"Corner,  Lazio. Conceded by DodA´.","Corner",NA,"Away","Lazio","AS Roma","doda´","doda´",NA,NA,NA,NA,0,NA,NA,"None",NA,0
